PLAYERPLAYER,TEAMTEAM,WWinsCredited to the pitcher whose team assumes a lead while such pitcher is in the game and does not relinquish such lead unless otherwise assigned by the official scorer.WWinsCredited to the pitcher whose team assumes a lead while such pitcher is in the game and does not relinquish such lead unless otherwise assigned by the official scorer.,LLossesCredited to the pitcher in the game when his team relinquishes — and never regains — the lead.LLossesCredited to the pitcher in the game when his team relinquishes — and never regains — the lead.,ERAEarned Run AverageThe average number of earned runs a pitcher allows per 9 innings.(ERx9)/IPERAEarned Run AverageThe average number of earned runs a pitcher allows per 9 innings.(ERx9)/IP,GGamesGames in which the pitcher threw at least one pitch.GGamesGames in which the pitcher threw at least one pitch.,"GSGames StartedGames started by the pitcher, as defined by who threw the first pitch for their team.GSGames StartedGames started by the pitcher, as defined by who threw the first pitch for their team.",CGComplete GamesWhen a pitcher starts and finishes the entire game without relief.CGComplete GamesWhen a pitcher starts and finishes the entire game without relief.,SHOShutoutsWhen a pitcher throws a complete game and allows no runs.SHOShutoutsWhen a pitcher throws a complete game and allows no runs.,"SVSavesAwarded to the relief pitcher who finishes a game for the winning team, under certain circumstances.SVSavesAwarded to the relief pitcher who finishes a game for the winning team, under certain circumstances.",SVOSave OpportunitiesAppearances in which a pitcher enters the game with a chance to earn a save.SVOSave OpportunitiesAppearances in which a pitcher enters the game with a chance to earn a save.,"IPInnings PitchedNumber of putouts recorded while the pitcher was on the mound, divided by three, with .1 representing 1/3 of an inning and .2 representing 2/3.IPInnings PitchedNumber of putouts recorded while the pitcher was on the mound, divided by three, with .1 representing 1/3 of an inning and .2 representing 2/3.",HHitsHits allowed by a pitcher.HHitsHits allowed by a pitcher.,RRunsRuns allowed by a pitcher.RRunsRuns allowed by a pitcher.,EREarned RunsEarned runs allowed by a pitcher.EREarned RunsEarned runs allowed by a pitcher.,HRHome RunsHome runs allowed by a pitcher.HRHome RunsHome runs allowed by a pitcher.,HBHit BatsmenWhen a batter is struck by a pitched ball which he is not attempting to hit.HBHit BatsmenWhen a batter is struck by a pitched ball which he is not attempting to hit.,BBWalksWalks allowed by a pitcher.BBWalksWalks allowed by a pitcher.,caret-upcaret-downSOStrikeoutsWhen a pitcher throws any combination of three swinging or looking strikes to a hitter.caret-upcaret-downSOStrikeoutsWhen a pitcher throws any combination of three swinging or looking strikes to a hitter.,WHIPWalks and Hits Per Inning PitchedThe ratio of walks plus hits to innings pitched.(W+H)/IPWHIPWalks and Hits Per Inning PitchedThe ratio of walks plus hits to innings pitched.(W+H)/IP,AVGBatting Average AgainstThe rate of hits per at bat against a pitcher.H/ABAVGBatting Average AgainstThe rate of hits per at bat against a pitcher.H/AB
515AlexA LangeLangeP515‌‌‌,DET,0,3,4.34,21,0,0,0,2,2,18.2,16,16,9,0,2,17,21,1.77,.232
515EmmanuelE RamirezRamirezP515‌‌‌,MIA,0,1,6.97,15,0,0,0,0,0,20.2,21,17,16,3,3,8,21,1.40,.263
515SeanS ReynoldsReynoldsP515‌‌‌,SD,0,0,0.82,9,0,0,0,0,0,11.0,10,1,1,0,1,5,21,1.36,.238
521YencyY AlmonteAlmonteP521‌‌‌,CHC,1,0,3.45,17,0,0,0,1,2,15.2,9,7,6,1,2,8,20,1.09,.161
521ShaneS BieberBieberP521‌‌‌,CLE,2,0,0.00,2,2,0,0,0,0,12.0,10,0,0,0,0,1,20,0.92,.227
521BradleyB BlalockBlalockP521‌‌‌,COL,1,3,5.87,7,6,0,0,0,0,30.2,35,22,20,4,1,20,20,1.79,.278
521BrockB StewartStewartP521‌‌‌,MIN,0,0,5.17,16,0,0,0,0,0,15.2,15,9,9,2,0,8,20,1.47,.254
521ZackZ ThompsonThompsonP521‌‌‌,STL,0,2,9.53,5,2,0,0,0,0,17.0,24,18,18,6,1,8,20,1.88,.324
521YosverY ZuluetaZuluetaP521‌‌‌,CIN,0,0,4.96,12,0,0,0,0,0,16.1,15,10,9,2,1,7,20,1.35,.246
527JulianJ AguiarAguiarP527‌‌‌,CIN,2,1,6.25,7,7,0,0,0,0,31.2,30,22,22,8,5,12,19,1.33,.244
527BradyB BassoBassoP527‌‌‌,OAK,1,1,4.03,7,4,0,0,0,0,22.1,23,10,10,3,0,5,19,1.25,.264
527AdamA CimberCimberP527‌‌‌,LAA,3,0,7.03,28,0,0,0,0,0,24.1,20,19,19,1,6,14,19,1.40,.235
527YilberY DiazDiazP527‌‌‌,AZ,1,1,3.81,7,4,0,0,0,0,28.1,27,13,12,3,0,12,19,1.38,.257
527AlekA JacobJacobP527‌‌‌,SD,0,0,2.45,7,0,0,0,0,0,14.2,9,4,4,1,2,2,19,0.75,.173
527TommyT NanceNanceP527‌‌‌,TOR,0,3,4.09,20,0,0,0,0,1,22.0,18,12,10,2,1,9,19,1.23,.222
527ErikE SabrowskiSabrowskiP527‌‌‌,CLE,0,0,0.00,8,0,0,0,1,1,12.2,6,0,0,0,0,4,19,0.79,.140
534TylerT BeedeBeedeP534‌‌‌,CLE,1,0,8.36,13,0,0,0,0,0,14.0,16,14,13,2,3,9,18,1.79,.296
534ScottS BlewettBlewettP534‌‌‌,MIN,1,1,1.77,12,0,0,0,0,0,20.1,17,5,4,2,1,8,18,1.23,.224
534DomingoD GermánGermánP534‌‌‌,PIT,0,1,7.84,7,2,0,0,0,0,20.2,25,19,18,4,2,13,18,1.84,.298
534BrentB HoneywellHoneywellP534‌‌‌,LAD,1,1,2.63,20,1,0,0,1,2,37.2,32,12,11,3,2,11,18,1.14,.242
534MichaelM McGreevyMcGreevyP534‌‌‌,STL,3,0,1.96,4,3,0,0,0,0,23.0,16,5,5,1,1,2,18,0.78,.193
534RiverR RyanRyanP534‌‌‌,LAD,1,0,1.33,4,4,0,0,0,0,20.1,15,4,3,1,0,9,18,1.18,.208
534BryanB SammonsSammonsP534‌‌‌,DET,1,1,3.62,6,0,0,0,0,0,27.1,16,11,11,6,1,9,18,0.91,.170
534JoshJ StaumontStaumontP534‌‌‌,MIN,1,0,3.70,25,0,0,0,0,0,24.1,17,12,10,0,1,14,18,1.27,.200
534BlakeB WalstonWalstonP534‌‌‌,AZ,1,0,4.42,7,2,0,0,0,0,18.1,16,12,9,4,3,10,18,1.42,.229
534RyanR ZeferjahnZeferjahnP534‌‌‌,LAA,0,0,2.12,12,0,0,0,0,0,17.0,7,4,4,0,2,6,18,0.76,.127
544CodyC BoltonBoltonP544‌‌‌,SEA,0,0,4.34,17,0,0,0,0,0,18.2,18,11,9,3,0,9,17,1.45,.247
544JoséJ CisneroCisneroP544‌‌‌,LAA,0,0,6.89,15,0,0,0,0,1,15.2,18,15,12,4,2,8,17,1.66,.290
544JoseJ CuasCuasP544‌‌‌,TOR,0,0,7.71,13,0,0,0,0,0,16.1,19,15,14,4,5,10,17,1.78,.284
544JoshJ FlemingFlemingP544‌‌‌,PIT,1,1,4.02,25,3,0,0,1,2,31.1,34,18,14,3,1,14,17,1.53,.276
544DominicD LeoneLeoneP544‌‌‌,CWS,0,2,6.63,23,0,0,0,0,4,19.0,20,17,14,4,0,14,17,1.79,.274
544TyT MaddenMaddenP544‌‌‌,DET,1,1,4.30,6,1,0,0,0,0,23.0,25,12,11,2,1,8,17,1.43,.275
544MasonM MontgomeryMontgomeryP544‌‌‌,TB,0,0,1.86,9,0,0,0,0,0,9.2,6,2,2,0,0,5,17,1.14,.188
544WalterW PenningtonPenningtonP544‌‌‌,TEX,1,0,3.00,16,1,0,0,0,0,18.0,19,7,6,1,2,11,17,1.67,.268
544YerryY RodríguezRodríguezP544‌‌‌,TOR,1,0,8.72,16,0,0,0,0,0,21.2,26,22,21,7,2,13,17,1.80,.295
544KennyK RosenbergRosenbergP544‌‌‌,LAA,0,1,6.00,7,1,0,0,0,0,24.0,28,17,16,5,0,8,17,1.50,.292
544RyderR RyanRyanP544‌‌‌,PIT,1,0,5.66,15,0,0,0,0,0,20.2,21,14,13,2,3,9,17,1.45,.269
544JoshJ SborzSborzP544‌‌‌,TEX,2,2,3.86,17,0,0,0,0,0,16.1,16,8,7,1,0,4,17,1.22,.246
544SixtoS SánchezSánchezP544‌‌‌,MIA,0,3,6.06,14,7,0,0,0,1,35.2,43,29,24,3,3,14,17,1.60,.303
544GarrettG WhitlockWhitlockP544‌‌‌,BOS,1,0,1.96,4,4,0,0,0,0,18.1,14,4,4,1,1,7,17,1.15,.212
558MasonM EnglertEnglertP558‌‌‌,DET,1,0,5.40,12,1,0,0,0,0,21.2,23,15,13,4,1,5,16,1.29,.264
558RobertR GasserGasserP558‌‌‌,MIL,2,0,2.57,5,5,0,0,0,0,28.0,28,9,8,2,3,1,16,1.04,.264
558GrantG HolmanHolmanP558‌‌‌,OAK,1,1,4.02,18,0,0,0,0,1,15.2,17,8,7,1,1,9,16,1.66,.270
558JohnJ MeansMeansP558‌‌‌,BAL,2,0,2.61,4,4,0,0,0,0,20.2,16,6,6,2,1,2,16,0.87,.211
558DanielD PalenciaPalenciaP558‌‌‌,CHC,0,1,6.14,10,0,0,0,1,1,14.2,14,11,10,0,1,12,16,1.77,.250
558EnoliE ParedesParedesP558‌‌‌,CHC,1,0,1.66,18,0,0,0,1,1,21.2,13,4,4,0,2,10,16,1.06,.173
558CodyC PoteetPoteetP558‌‌‌,NYY,3,0,2.22,5,4,0,0,0,0,24.1,18,7,6,2,1,8,16,1.07,.207
565MikeM ClevingerClevingerP565‌‌‌,CWS,0,3,6.75,4,4,0,0,0,0,16.0,22,13,12,4,0,9,15,1.94,.319
565TomT CosgroveCosgroveP565‌‌‌,SD,0,1,11.66,18,0,0,0,0,0,14.2,23,19,19,3,4,6,15,1.98,.354
565NoahN DavisDavisP565‌‌‌,COL,0,0,5.75,9,0,0,0,0,0,20.1,31,15,13,3,0,7,15,1.87,.352
565DeiviD GarcíaGarcíaP565‌‌‌,CWS,1,2,7.07,14,0,0,0,1,2,14.0,16,16,11,2,0,11,15,1.93,.286
565BenB HellerHellerP565‌‌‌,PIT,0,1,11.25,8,0,0,0,0,0,12.0,19,16,15,1,6,6,15,2.08,.352
565RonnyR HenriquezHenriquezP565‌‌‌,MIN,1,1,3.26,16,1,0,0,0,1,19.1,20,8,7,2,2,5,15,1.29,.267
565JimmyJ HergetHergetP565‌‌‌,ATL,0,1,4.38,8,0,0,0,0,0,12.1,13,6,6,2,0,3,15,1.30,.265
565ErasmoE RamírezRamírezP565‌‌‌,TB,3,0,4.35,13,0,0,0,1,1,20.2,12,12,10,5,1,10,15,1.06,.164
565ColeC SulserSulserP565‌‌‌,TB,1,0,2.76,10,2,0,0,0,0,16.1,9,5,5,1,0,9,15,1.10,.167
565AlexA YoungYoungP565‌‌‌,NYM,0,0,2.87,17,0,0,0,0,0,15.2,15,5,5,2,0,7,15,1.40,.246
575NickN AvilaAvilaP575‌‌‌,SF,1,0,8.49,8,0,0,0,0,0,11.2,17,12,11,2,0,3,14,1.71,.340
575TristanT BeckBeckP575‌‌‌,SF,0,0,1.69,7,1,0,0,0,0,16.0,14,3,3,2,1,4,14,1.13,.230
575BrandonB BielakBielakP575‌‌‌,OAK,1,0,5.16,16,0,0,0,0,0,29.2,39,17,17,5,2,13,14,1.75,.312
575JoeJ La SorsaLa SorsaP575‌‌‌,WSH,0,0,4.58,16,0,0,0,0,0,17.2,17,9,9,4,1,5,14,1.25,.258
575JoséJ MarteMarteP575‌‌‌,LAA,0,0,2.33,14,0,0,0,0,0,19.1,14,6,5,1,1,10,14,1.24,.206
575JulianJ MerryweatherMerryweatherP575‌‌‌,CHC,1,1,6.60,15,0,0,0,0,1,15.0,18,11,11,0,3,9,14,1.80,.295
575LuisL PeraltaPeraltaP575‌‌‌,COL,0,0,0.73,15,0,0,0,0,0,12.1,7,1,1,0,2,5,14,0.97,.175
575MichaelM PetersenPetersenP575‌‌‌,MIA,3,1,5.95,16,0,0,0,0,1,19.2,21,14,13,3,1,11,14,1.63,.276
575NickN RobertsonRobertsonP575‌‌‌,TOR,0,0,4.05,9,0,0,0,0,0,13.1,15,6,6,3,0,2,14,1.28,.288
575KumarK RockerRockerP575‌‌‌,TEX,0,2,3.86,3,3,0,0,0,0,11.2,12,6,5,1,1,6,14,1.54,.267
575AbnerA UribeUribeP575‌‌‌,MIL,2,2,6.91,14,0,0,0,3,5,14.1,15,11,11,1,0,12,14,1.88,.278
575AnthonyA VenezianoVenezianoP575‌‌‌,MIA,1,0,3.38,12,0,0,0,0,0,13.1,16,7,5,1,1,3,14,1.43,.308
575ColeC WinnWinnP575‌‌‌,TEX,0,1,7.79,13,0,0,0,0,0,17.1,18,15,15,2,3,4,14,1.27,.261
575JacobJ deGromdeGromP575‌‌‌,TEX,0,0,1.69,3,3,0,0,0,0,10.2,11,2,2,1,1,1,14,1.13,.262
589AdbertA AlzolayAlzolayP589‌‌‌,CHC,1,4,4.67,18,0,0,0,4,9,17.1,19,13,9,6,1,6,13,1.44,.279
589RyanR BoruckiBoruckiP589‌‌‌,PIT,0,0,7.36,14,0,0,0,0,1,11.0,14,10,9,2,1,4,13,1.64,.311
589SethS HalvorsenHalvorsenP589‌‌‌,COL,2,1,1.46,12,0,0,0,2,3,12.1,8,3,2,2,1,2,13,0.81,.186
589BaileyB HornHornP589‌‌‌,BOS,1,1,6.50,18,0,0,0,0,2,18.0,22,14,13,5,0,10,13,1.78,.293
589JohnJ McMillonMcMillonP589‌‌‌,MIA,2,1,1.50,10,0,0,0,0,0,12.0,7,4,2,1,0,5,13,1.00,.171
589JordanJ RomanoRomanoP589‌‌‌,TOR,1,2,6.59,15,0,0,0,8,9,13.2,16,10,10,4,1,4,13,1.46,.286
589TylerT WellsWellsP589‌‌‌,BAL,0,2,5.87,3,3,0,0,0,0,15.1,18,11,10,3,0,3,13,1.37,.281
589MitchM WhiteWhiteP589‌‌‌,MIL,1,1,7.23,13,0,0,0,0,0,23.2,26,21,19,4,1,13,13,1.65,.283
597AaronA BrooksBrooksP597‌‌‌,OAK,0,2,5.06,5,4,0,0,0,0,26.2,33,19,15,4,1,8,12,1.54,.308
597NickN BurdiBurdiP597‌‌‌,NYY,1,0,1.86,12,0,0,0,0,0,9.2,5,2,2,1,2,9,12,1.45,.147
597BenB CaspariusCaspariusP597‌‌‌,LAD,2,0,2.16,3,0,0,0,0,0,8.1,9,3,2,0,0,4,12,1.56,.273
597KentK EmanuelEmanuelP597‌‌‌,MIA,0,0,6.62,12,0,0,0,0,0,17.2,20,14,13,4,3,7,12,1.53,.282
597LuisL FríasFríasP597‌‌‌,TOR,0,1,13.97,11,0,0,0,0,1,9.2,19,16,15,2,0,7,12,2.69,.422
597SeanS GuentherGuentherP597‌‌‌,DET,3,0,0.86,17,0,0,0,0,1,21.0,9,2,2,0,2,2,12,0.52,.130
597DaultonD JefferiesJefferiesP597‌‌‌,PIT,0,2,9.82,6,1,0,0,0,0,14.2,24,20,16,4,1,4,12,1.91,.353
597JoelyJ RodríguezRodríguezP597‌‌‌,BOS,0,1,5.93,14,0,0,0,0,1,13.2,19,13,9,3,1,2,12,1.54,.317
597ChaseC SilsethSilsethP597‌‌‌,LAA,0,1,6.75,2,2,0,0,0,0,8.0,8,7,6,3,0,4,12,1.50,.242
597SpencerS StriderStriderP597‌‌‌,ATL,0,0,7.00,2,2,0,0,0,0,9.0,10,7,7,2,0,5,12,1.67,.270
597BrandonB WilliamsonWilliamsonP597‌‌‌,CIN,0,0,3.77,4,3,0,0,0,0,14.1,10,7,6,4,2,5,12,1.05,.196
597GuilloG ZuñigaZuñigaP597‌‌‌,LAA,0,0,5.09,15,0,0,0,2,2,17.2,16,10,10,5,1,8,12,1.36,.242
609LakeL BacharBacharP609‌‌‌,MIA,0,1,3.86,10,0,0,0,0,0,9.1,10,5,4,2,0,4,11,1.50,.278
609JakeJ BlossBlossP609‌‌‌,HOU,0,1,6.94,3,3,0,0,0,0,11.2,16,9,9,5,0,3,11,1.63,.314
609KyK BushBushP609‌‌‌,CWS,0,3,5.60,4,4,0,0,0,0,17.2,20,11,11,2,1,16,11,2.04,.290
609AmirA GarrettGarrettP609‌‌‌,LAA,0,0,5.06,6,0,0,0,0,0,5.1,4,3,3,1,0,5,11,1.69,.211
609VictorV GonzálezGonzálezP609‌‌‌,NYY,2,1,3.86,27,0,0,0,2,3,23.1,13,12,10,3,3,13,11,1.11,.160
609DallasD KeuchelKeuchelP609‌‌‌,MIL,0,0,5.40,4,4,0,0,0,0,16.2,23,10,10,3,0,8,11,1.86,.329
609AnthonyA MaldonadoMaldonadoP609‌‌‌,MIA,1,1,5.68,16,1,0,0,1,2,19.0,21,12,12,1,0,7,11,1.47,.280
609RyanR MillerMillerP609‌‌‌,LAA,0,1,4.15,13,0,0,0,0,1,13.0,13,7,6,2,0,8,11,1.62,.260
609RileyR O'BrienO'BrienP609‌‌‌,STL,0,0,11.25,8,0,0,0,0,1,8.0,13,10,10,2,1,8,11,2.63,.361
609SammyS PeraltaPeraltaP609‌‌‌,CWS,0,0,4.80,9,0,0,0,0,0,15.0,21,9,8,2,0,7,11,1.87,.323
609JacobJ WaguespackWaguespackP609‌‌‌,TB,0,0,5.40,4,1,0,0,0,0,10.0,13,7,6,1,0,10,11,2.30,.317
609JoshJ WalkerWalkerP609‌‌‌,NYM,0,0,5.11,10,0,0,0,0,0,12.1,13,7,7,1,0,6,11,1.54,.277
621SamS AldegheriAldegheriP621‌‌‌,LAA,1,2,4.85,3,3,0,0,0,0,13.0,15,12,7,2,2,10,10,1.92,.283
621ShaunS AndersonAndersonP621‌‌‌,MIA,0,2,8.27,6,2,0,0,0,0,16.1,34,19,15,3,1,1,10,2.14,.415
621MattM BarnesBarnesP621‌‌‌,WSH,0,0,6.75,14,0,0,0,0,0,13.1,16,11,10,1,0,4,10,1.50,.291
621AlexA CobbCobbP621‌‌‌,CLE,2,1,2.76,3,3,0,0,0,0,16.1,14,7,5,1,0,3,10,1.04,.241
621TylerT DuffeyDuffeyP621‌‌‌,KC,1,0,5.00,9,0,0,0,0,0,9.0,7,5,5,0,1,8,10,1.67,.219
621YoendrysY GómezGómezP621‌‌‌,NYY,0,0,3.97,5,0,0,0,0,0,11.1,11,5,5,2,1,7,10,1.59,.250
621NickN HernandezHernandezP621‌‌‌,HOU,0,0,7.88,5,0,0,0,0,0,8.0,10,7,7,4,0,1,10,1.38,.303
621EastonE LucasLucasP621‌‌‌,TOR,1,0,10.80,8,0,0,0,0,0,11.2,17,15,14,1,1,9,10,2.23,.340
621TylerT MahleMahleP621‌‌‌,TEX,0,1,4.97,3,3,0,0,0,0,12.2,14,7,7,1,1,4,10,1.42,.280
621TylerT MatzekMatzekP621‌‌‌,ATL,0,0,9.90,11,0,0,0,0,0,10.0,16,11,11,3,0,3,10,1.90,.356
621MichaelM MercadoMercadoP621‌‌‌,PHI,1,2,11.08,5,2,0,0,0,0,13.0,16,16,16,9,1,9,10,1.92,.296
621JoshJ WinderWinderP621‌‌‌,MIN,0,0,3.00,4,0,0,0,0,0,9.0,7,4,3,0,2,1,10,0.89,.212
633J.P.J FeyereisenFeyereisenP633‌‌‌,LAD,0,1,8.18,10,0,0,0,1,1,11.0,11,10,10,3,1,5,9,1.45,.262
633RichardR FittsFittsP633‌‌‌,BOS,0,1,1.74,4,4,0,0,0,0,20.2,19,6,4,0,0,7,9,1.26,.250
633JosiahJ GrayGrayP633‌‌‌,WSH,0,2,14.04,2,2,0,0,0,0,8.1,15,13,13,2,0,5,9,2.40,.405
633LuisL GuerreroGuerreroP633‌‌‌,BOS,0,0,0.00,9,0,0,0,0,0,10.0,6,1,0,0,0,2,9,0.80,.182
633KevinK HergetHergetP633‌‌‌,MIL,0,0,1.59,7,0,0,0,1,1,11.1,6,2,2,1,0,3,9,0.79,.150
633MaxM LazarLazarP633‌‌‌,PHI,0,0,4.61,11,0,0,0,0,0,13.2,13,7,7,2,0,2,9,1.10,.250
633BrooksB RaleyRaleyP633‌‌‌,NYM,1,0,0.00,8,0,0,0,0,0,7.0,2,0,0,0,0,3,9,0.71,.095
633CarlosC RodriguezRodriguezP633‌‌‌,MIL,0,3,7.30,3,3,0,0,0,0,12.1,19,11,10,3,0,3,9,1.78,.365
633JacksonJ RutledgeRutledgeP633‌‌‌,WSH,0,0,3.24,3,1,0,0,0,0,8.1,8,3,3,1,1,2,9,1.20,.258
633MattM SauerSauerP633‌‌‌,KC,0,0,7.71,14,0,0,0,0,0,16.1,23,14,14,3,1,11,9,2.08,.324
633KodaiK SengaSengaP633‌‌‌,NYM,1,0,3.38,1,1,0,0,0,0,5.1,2,2,2,1,1,1,9,0.56,.111
633PeterP StrzeleckiStrzeleckiP633‌‌‌,CLE,0,0,2.31,10,0,0,0,0,0,11.2,11,3,3,1,1,3,9,1.20,.256
633NickN VespiVespiP633‌‌‌,BAL,0,0,2.92,11,0,0,0,0,0,12.1,10,4,4,1,0,3,9,1.05,.222
633DariusD VinesVinesP633‌‌‌,ATL,0,1,8.56,4,2,0,0,0,0,13.2,21,14,13,4,1,4,9,1.83,.356
647MiguelM CastroCastroP647‌‌‌,AZ,0,0,5.93,11,0,0,0,0,0,13.2,20,9,9,3,1,3,8,1.68,.339
647CadenC DanaDanaP647‌‌‌,LAA,1,2,9.58,3,3,0,0,0,0,10.1,14,12,11,5,1,7,8,2.03,.326
647JhonathanJ DíazDíazP647‌‌‌,SEA,0,1,4.66,5,1,0,0,0,0,9.2,14,6,5,2,0,3,8,1.76,.318
647ConnorC GillispieGillispieP647‌‌‌,CLE,0,0,2.25,3,0,0,0,0,0,8.0,4,2,2,0,0,5,8,1.13,.154
647ElieserE HernándezHernándezP647‌‌‌,MIL,0,1,6.32,9,1,0,0,0,0,15.2,14,11,11,5,0,5,8,1.21,.237
647JansonJ JunkJunkP647‌‌‌,OAK,0,0,14.63,6,0,0,0,0,0,8.0,22,13,13,3,0,4,8,3.25,.512
647JacobJ LopezLopezP647‌‌‌,TB,0,0,5.23,4,1,0,0,0,0,10.1,5,7,6,2,2,7,8,1.16,.135
647KyleK NelsonNelsonP647‌‌‌,AZ,0,0,4.22,11,0,0,0,0,1,10.2,8,5,5,2,0,4,8,1.13,.216
647NickN NelsonNelsonP647‌‌‌,PHI,0,0,5.06,4,0,0,0,0,0,5.1,8,3,3,0,1,2,8,1.88,.348
647VinnyV NittoliNittoliP647‌‌‌,BAL,0,1,1.50,9,0,0,0,0,0,12.0,10,2,2,1,0,2,8,1.00,.227
647RicardoR PintoPintoP647‌‌‌,PHI,0,0,10.97,6,0,0,0,1,1,10.2,19,14,13,2,2,5,8,2.25,.373
647ChaseC ShugartShugartP647‌‌‌,BOS,0,0,4.15,6,0,0,0,1,1,8.2,8,4,4,1,0,3,8,1.27,.242
659MattM AndrieseAndrieseP659‌‌‌,MIA,0,1,6.00,4,0,0,0,0,0,6.0,7,5,4,2,0,1,7,1.33,.280
659MattM CarasitiCarasitiP659‌‌‌,COL,0,1,10.38,7,0,0,0,0,0,8.2,16,10,10,2,1,3,7,2.19,.410
659HumbertoH CastellanosCastellanosP659‌‌‌,AZ,0,0,5.23,7,0,0,0,1,1,10.1,11,6,6,0,2,4,7,1.45,.268
659RandyR DobnakDobnakP659‌‌‌,MIN,0,0,5.59,5,0,0,0,0,0,9.2,11,6,6,1,0,5,7,1.66,.275
659LoganL GillaspieGillaspieP659‌‌‌,SD,0,0,7.15,9,0,0,0,0,0,11.1,15,9,9,2,1,0,7,1.32,.319
659BrusdarB GraterolGraterolP659‌‌‌,LAD,0,0,2.45,7,0,0,0,0,0,7.1,3,2,2,0,0,2,7,0.68,.120
659GeoffG HartliebHartliebP659‌‌‌,COL,0,0,9.00,5,0,0,0,0,0,9.0,13,10,9,1,0,4,7,1.89,.333
659CalebC KilianKilianP659‌‌‌,CHC,0,1,4.22,2,1,0,0,0,0,10.2,11,6,5,2,0,6,7,1.59,.268
659WillW KleinKleinP659‌‌‌,OAK,1,0,11.05,8,0,0,0,0,0,7.1,12,9,9,0,0,6,7,2.45,.387
659CaseyC LeguminaLeguminaP659‌‌‌,CIN,0,0,8.68,6,0,0,0,0,0,9.1,15,11,9,2,1,2,7,1.82,.341
659JoeyJ LucchesiLucchesiP659‌‌‌,NYM,0,2,5.23,2,2,0,0,0,0,10.1,8,6,6,1,0,8,7,1.55,.216
659JoshJ MaciejewskiMaciejewskiP659‌‌‌,NYY,0,0,2.57,4,0,0,0,0,0,7.0,4,2,2,1,0,2,7,0.86,.160
659JackJ NeelyNeelyP659‌‌‌,CHC,0,0,9.00,6,0,0,0,0,0,6.0,8,6,6,2,0,2,7,1.67,.308
659SeanS NewcombNewcombP659‌‌‌,OAK,1,0,6.30,7,0,0,0,0,0,10.0,9,7,7,2,1,8,7,1.70,.257
659WesW ParsonsParsonsP659‌‌‌,CLE,0,0,6.00,4,0,0,0,0,0,9.0,10,6,6,2,0,2,7,1.33,.278
659RileyR PintPintP659‌‌‌,COL,0,0,21.60,4,0,0,0,0,0,3.1,5,8,8,2,2,5,7,3.00,.333
659AntonioA SenzatelaSenzatelaP659‌‌‌,COL,0,1,6.57,3,3,0,0,0,0,12.1,15,10,9,3,0,8,7,1.86,.326
659KirbyK SneadSneadP659‌‌‌,SEA,0,0,4.35,11,0,0,0,0,0,10.1,12,5,5,0,0,7,7,1.84,.293
659Kai-WeiK TengTengP659‌‌‌,SF,0,0,9.82,4,0,0,0,0,0,11.0,15,12,12,2,1,8,7,2.09,.326
659AustinA WarrenWarrenP659‌‌‌,SF,0,0,1.69,6,0,0,0,0,0,10.2,9,2,2,1,0,5,7,1.31,.243
659BrettB de Geusde GeusP659‌‌‌,TOR,0,2,7.15,13,0,0,0,0,0,11.1,14,10,9,0,3,4,7,1.59,.318
680JoanJ AdonAdonP680‌‌‌,WSH,0,0,6.75,8,1,0,0,0,0,10.2,12,8,8,2,1,4,6,1.50,.293
680PhilP BickfordBickfordP680‌‌‌,NYY,0,0,8.64,8,0,0,0,0,0,8.1,10,9,8,1,1,1,6,1.32,.278
680J.B.J BukauskasBukauskasP680‌‌‌,MIL,0,0,1.50,6,0,0,0,0,0,6.0,3,1,1,1,0,1,6,0.67,.143
680IsaiahI CampbellCampbellP680‌‌‌,BOS,0,1,16.20,8,0,0,0,0,1,6.2,14,13,12,3,0,2,6,2.40,.400
680DiegoD CastilloCastilloP680‌‌‌,MIN,0,0,2.70,7,0,0,0,0,0,10.0,8,3,3,0,0,8,6,1.60,.235
680LuisL ContrerasContrerasP680‌‌‌,HOU,0,0,9.00,5,0,0,0,0,0,6.0,7,6,6,0,0,2,6,1.50,.292
680NabilN CrismattCrismattP680‌‌‌,LAD,1,1,2.57,5,0,0,0,0,0,7.0,7,3,2,1,0,0,6,1.00,.269
680JohnnyJ CuetoCuetoP680‌‌‌,LAA,0,2,7.15,2,2,0,0,0,0,11.1,14,9,9,4,0,3,6,1.50,.298
680AustinA DavisDavisP680‌‌‌,SD,0,0,9.00,7,0,0,0,0,0,7.0,6,8,7,0,2,5,6,1.57,.240
680GordonG GraceffoGraceffoP680‌‌‌,STL,0,1,4.70,2,1,0,0,0,0,7.2,7,4,4,1,0,2,6,1.17,.250
680JadenK HillHillP680‌‌‌,COL,0,0,5.06,9,0,0,0,0,0,10.2,8,7,6,2,2,4,6,1.13,.216
680JairoJ IriarteIriarteP680‌‌‌,CWS,0,1,1.50,6,0,0,0,0,0,6.0,3,3,1,0,0,8,6,1.83,.143
680TylerT JayJayP680‌‌‌,MIL,0,0,4.70,5,0,0,0,0,0,7.2,9,5,4,0,0,6,6,1.96,.300
680IsaacI MattsonMattsonP680‌‌‌,PIT,0,0,5.06,3,0,0,0,0,0,5.1,1,3,3,0,1,5,6,1.13,.059
680JackJ O'LoughlinO'LoughlinP680‌‌‌,OAK,0,0,4.66,4,0,0,0,0,0,9.2,13,5,5,1,0,5,6,1.86,.310
