Player,Team,PPG,APG,RPG,3PM,Games
Danilo Dožic,PEPP,9.5,1.5,2.0,2.0,2
David Mager,PEPP,6.0,0.0,2.0,1.0,2
Javon Cooley,PEPP,15.0,0.5,7.0,1.5,2
Luka Vudragovic,PEPP,5.5,0.0,0.5,1.5,2
Nikola Radovanovic,PEPP,3.0,1.5,1.5,0.0,2
Pasha Shemirani,PEPP,0.0,0.0,0.0,0.0,1
Pavle Stošic,PEPP,6.5,1.0,4.5,0.5,2
Preston Phillips,PEPP,1.0,0.0,1.5,0.0,2
Stefan Cicic,PEPP,2.0,0.0,2.0,0.0,2
Styles Phipps,PEPP,9.0,5.5,6.5,0.5,2
Vladimir Sudar,PEPP,0.0,1.0,0.0,0.0,1
Yonatan Levy,PEPP,2.0,1.5,3.0,0.0,2
Chris Morgan,PFW,12.0,3.0,2.0,1.0,1
Corey Hadnot II,PFW,15.666667,4.0,3.6666667,1.6666666,3
Darius Duffy,PFW,6.6666665,0.33333334,3.0,0.0,3
DeAndre Craig Jr.,PFW,17.333334,1.3333334,2.3333333,1.3333334,3
Deangelo Elisee,PFW,3.3333333,1.0,1.6666666,0.0,3
EJ Mosley,PFW,5.6666665,2.0,1.3333334,1.0,3
Ebrahim Kaba,PFW,8.333333,1.3333334,3.6666667,1.6666666,3
Mason Shrout,PFW,6.3333335,1.0,1.0,1.0,3
Maximus Nelson,PFW,4.6666665,0.6666667,2.0,1.3333334,3
Mikale Stevenson,PFW,15.333333,4.0,3.0,1.0,3
Yuval Levin,PFW,4.6666665,1.3333334,3.0,0.0,3
Barry Dunning Jr.,PITT,3.6666667,1.0,3.3333333,0.33333334,3
Brandin Cummings,PITT,18.5,2.0,2.0,3.5,2
Cameron Corhen,PITT,15.0,1.0,10.666667,0.33333334,3
Damarco Minor,PITT,14.333333,4.0,6.3333335,1.6666666,3
Macari Moore,PITT,0.0,0.0,0.5,0.0,2
Nojus Indrusaitis,PITT,9.333333,1.6666666,4.3333335,1.6666666,3
Omari Witherspoon,PITT,7.6666665,2.6666667,1.3333334,1.0,3
Papa Amadou Kante,PITT,5.3333335,0.6666667,7.6666665,0.0,3
Roman Siulepa,PITT,9.0,1.3333334,4.6666665,0.6666667,3
Cameron Williams,PORT,12.666667,1.6666666,6.0,0.33333334,3
Dante Censori-Hercules,PORT,1.3333334,1.3333334,2.3333333,0.33333334,3
Garrett Nuckolls,PORT,7.0,3.6666667,6.3333335,0.33333334,3
James O'Donnell,PORT,8.333333,0.6666667,6.3333335,0.0,3
Jermaine Ballisager Webb,PORT,9.333333,0.0,3.6666667,0.33333334,3
Joel Foxwell,PORT,17.666666,6.0,4.3333335,2.0,3
Kelson Gebbers,PORT,1.0,0.0,0.0,0.0,1
Matúš Hronský,PORT,5.3333335,2.3333333,2.3333333,0.6666667,3
Mikah Ballew,PORT,14.666667,1.3333334,1.3333334,2.3333333,3
NaVaughn Long,PORT,0.0,2.0,2.0,0.0,1
Preston Lee,PORT,3.0,0.0,0.0,0.5,2
Timo George,PORT,11.333333,1.0,5.3333335,0.0,3
Amare Anderson,PRES,0.33333334,0.33333334,0.0,0.0,3
Carl Parrish,PRES,14.25,1.75,2.5,2.0,4
Chidi Chiakwelu,PRES,4.5,0.25,0.75,0.0,4
Erik Taylor,PRES,7.75,3.5,1.75,1.25,4
Iverson King,PRES,6.75,0.5,2.5,0.25,4
JD Bowden,PRES,3.3333333,0.6666667,0.6666667,0.6666667,3
Jaylen Peterson,PRES,7.25,1.0,10.25,0.0,4
Jonah Pierce,PRES,15.25,1.25,10.5,0.0,4
Josh Pickett,PRES,3.5,1.0,0.0,1.0,4
Khalon Hudson,PRES,2.75,0.5,2.5,0.25,4
Luke Allison,PRES,3.0,0.0,0.0,1.0,1
Triston Wilson,PRES,7.25,2.25,2.0,0.75,4
CJ Happy,PRIN,2.0,2.0,2.0,0.0,1
Cash McSweeney,PRIN,3.0,1.0,4.0,1.0,1
Dalen Davis,PRIN,11.0,2.0,2.0,1.0,1
Jack Stanton,PRIN,8.0,0.0,6.0,2.0,1
Jackson Hicke,PRIN,15.0,2.0,2.0,2.0,1
Jacob Hammond,PRIN,6.0,0.0,1.0,0.0,1
Jacob Huggins,PRIN,2.0,1.0,3.0,0.0,1
Jake Sussberg,PRIN,5.0,0.0,0.0,1.0,1
Landon Clark,PRIN,5.0,2.0,4.0,1.0,1
Malik Abdullahi,PRIN,4.0,1.0,3.0,0.0,1
Peyton Seals,PRIN,0.0,1.0,3.0,0.0,1
Ryan Mandes,PRIN,0.0,0.0,0.0,0.0,1
Sebastian Whitfield,PRIN,6.0,0.0,1.0,2.0,1
Zio Kim,PRIN,2.0,0.0,1.0,0.0,1
Cole Hargrove,PROV,0.0,0.5,4.5,0.0,2
Corey Floyd Jr.,PROV,7.5,2.0,3.5,1.0,2
Daquan Davis,PROV,0.0,1.5,0.5,0.0,2
Duncan Powell,PROV,6.0,1.0,3.5,0.5,2
Jamier Jones,PROV,10.0,1.0,3.5,0.0,2
Jason Edwards,PROV,19.5,2.5,2.5,1.5,2
Jaylin Sellers,PROV,19.0,1.5,2.5,2.5,2
Oswin Erhunmwunse,PROV,7.5,1.5,9.5,0.0,2
Ryan Mela,PROV,7.5,1.0,6.0,0.0,2
Stefan Vaaks,PROV,18.0,1.0,2.0,3.5,2
Alex Dupre,PRST,6.5,2.0,3.0,0.5,2
Brayden Barron,PRST,4.0,0.0,4.0,0.0,2
Brycen Long,PRST,7.5,2.0,1.5,2.5,2
Charles Chukwu,PRST,14.0,1.0,4.0,0.0,1
Colt Ness,PRST,2.0,3.0,2.5,0.0,2
Jaylin Henderson,PRST,19.5,3.5,2.0,1.5,2
Kelcy Phipps,PRST,8.0,2.0,2.5,1.0,2
Keyon Kensie Jr.,PRST,9.5,0.5,7.0,0.5,2
Mozae Downing-Rivers,PRST,5.0,2.0,0.0,0.0,2
Samuel Stewart IV,PRST,2.0,2.0,1.0,0.0,1
Sebastian Tidor,PRST,15.5,2.0,3.5,3.0,2
Terri Miller Jr.,PRST,14.0,4.0,4.0,3.0,1
Tre-Vaughn Minott,PRST,8.0,1.0,6.5,0.0,2
Chris Lotito,PSU,0.0,0.0,1.0,0.0,1
Dominick Stewart,PSU,12.5,1.0,2.0,3.5,2
Eli Rice,PSU,8.0,0.5,2.5,2.0,2
Freddie Dilione V,PSU,7.0,2.5,4.0,0.0,2
Ivan Juric,PSU,8.5,0.5,2.0,0.5,2
Josh Reed,PSU,7.0,1.0,2.5,0.5,2
Justin Houser,PSU,0.0,0.0,0.0,0.0,1
Kayden Mingo,PSU,15.5,4.0,5.5,1.0,2
Mason Blackwood,PSU,2.0,0.5,2.0,0.0,2
Melih Tunca,PSU,13.5,4.0,3.0,0.5,2
Saša Ciani,PSU,2.5,0.0,4.0,0.0,2
Tibor Mirtic,PSU,5.0,1.0,7.0,0.0,2
Aaron Fine,PUR,2.0,0.0,0.0,0.0,1
Braden Smith,PUR,13.0,10.0,4.5,1.0,2
C.J. Cox,PUR,7.0,2.0,2.0,1.0,2
Daniel Jacobsen,PUR,6.5,0.5,5.0,0.0,2
Fletcher Loyer,PUR,22.5,1.0,1.5,5.0,2
Gicarri Harris,PUR,1.5,2.0,1.5,0.5,2
Jace Rayl,PUR,0.0,0.0,0.0,0.0,1
Jack Benter,PUR,11.0,2.5,6.5,3.0,2
Jack Lusk,PUR,0.0,0.0,1.0,0.0,1
Liam Murphy,PUR,7.0,0.0,1.0,2.0,2
Omer Mayer,PUR,3.5,1.5,1.5,0.5,2
Oscar Cluff,PUR,11.5,2.5,9.5,0.0,2
Corey Dunning,PV,0.0,0.0,1.0,0.0,1
Cory Wells,PV,14.0,2.0,7.0,0.33333334,3
Dontae Horne,PV,11.0,1.3333334,3.0,0.33333334,3
Doug Young,PV,9.0,1.5,1.5,1.0,2
Elijah Mitchell,PV,2.3333333,1.0,2.3333333,0.0,3
Hassane Diallo,PV,1.0,0.0,0.0,0.0,2
Isaiah Foster,PV,3.5,1.0,2.5,0.5,2
Jannoy Thomas,PV,0.0,1.0,0.33333334,0.0,3
Keeshawn Mason,PV,5.3333335,0.6666667,4.6666665,0.0,3
Lance Williams,PV,8.333333,3.0,4.0,0.0,3
Marcel Bryant,PV,10.666667,0.33333334,4.0,0.6666667,3
Ryan Bolton Jr.,PV,0.6666667,0.0,0.33333334,0.0,3
Seryee Lewis,PV,2.0,0.0,1.6666666,0.0,3
Tai'Reon Joseph,PV,20.333334,0.0,4.0,2.3333333,3
Akintola Akinniyi,QUIN,0.0,0.0,0.0,0.0,1
Amarri Monroe,QUIN,15.0,1.0,6.0,1.0,2
Asim Jones,QUIN,9.5,4.0,1.0,0.5,2
Braylan Ritvo,QUIN,0.0,0.5,1.0,0.0,2
Grant Randall,QUIN,8.0,0.0,5.5,1.0,2
Jaden Zimmerman,QUIN,19.0,1.5,3.5,2.5,2
Keith Mcknight,QUIN,11.5,0.5,3.5,0.5,2
Nate Guerengomba,QUIN,1.0,0.5,3.0,0.0,2
Ronell Giles Jr.,QUIN,0.0,1.0,1.0,0.0,2
Samson Reilly,QUIN,7.0,0.0,1.0,2.0,2
Spence Wewe,QUIN,1.5,1.0,8.0,0.0,2
Bradley Land,RAD,2.0,0.0,3.0,0.0,1
Brennan Rigsby Jr.,RAD,5.5,2.5,4.0,1.5,2
Del Jones,RAD,15.0,5.5,1.5,0.0,2
Dennis Parker Jr.,RAD,14.5,1.5,5.0,0.5,2
Frederik Erichsen,RAD,10.0,2.0,4.0,0.5,2
Gabriel Ferreira,RAD,2.0,0.0,2.5,0.0,2
Jaylon Johnson,RAD,12.0,4.0,2.0,3.0,2
Louie Jordan,RAD,5.0,0.5,1.5,1.0,2
Lukas Walls,RAD,4.0,0.5,3.5,1.0,2
Mari Jordan,RAD,7.5,1.0,3.5,0.5,2
Tyson Brown,RAD,10.5,0.5,6.0,0.0,2
Warren Keel Jr.,RAD,5.0,0.0,0.0,1.0,1
Always Wright,RGV,3.5,4.0,2.5,0.0,2
Dane Christensen,RGV,8.0,1.0,3.0,2.0,2
Demarris Winters,RGV,1.0,0.0,0.5,0.0,2
Filip Brankovic,RGV,12.5,1.5,6.0,1.5,2
Jalen Ricks,RGV,0.0,0.0,0.0,0.0,1
Jaylen Washington,RGV,3.5,3.0,1.0,0.5,2
Julien Gomez,RGV,2.5,0.0,2.0,0.5,2
Koree Cotton,RGV,8.0,3.5,3.5,1.5,2
Kwo Agwa,RGV,4.0,0.5,1.0,0.0,2
Kye Dickson,RGV,8.0,0.5,3.5,1.5,2
Marshal Destremau,RGV,3.5,0.5,1.0,0.5,2
Marvin McGhee III,RGV,23.0,1.0,9.5,4.5,2
Zae Blake,RGV,10.5,2.5,1.5,1.0,2
Andrew Akuchie,RICE,6.5,0.5,5.0,0.5,2
Bodey Howell,RICE,4.0,1.5,0.0,1.0,2
Cam Carroll,RICE,5.5,4.5,2.5,0.5,2
Cole Andrews-Heitz,RICE,2.0,0.0,0.0,0.0,1
Dallas Hobbs,RICE,7.5,0.0,3.5,1.0,2
Eternity Eguagie,RICE,7.5,0.0,3.0,0.5,2
Evan Cochran,RICE,0.0,0.0,2.0,0.0,1
George Perkins,RICE,2.0,0.0,2.0,0.0,1
Jalen Smith,RICE,16.0,3.5,0.0,4.0,2
Jimmy Oladokun Jr.,RICE,5.5,0.5,5.5,0.0,2
Nick Anderson,RICE,14.0,2.5,3.0,2.5,2
Stephen Giwa,RICE,2.5,1.0,10.5,0.0,2
Trae Broadnax,RICE,15.0,4.0,5.0,1.5,2
AJ Lopez,RICH,3.5,0.5,1.0,0.0,2
Aiden Argabright,RICH,12.5,2.0,2.5,1.0,2
Apostolos Roumoglou,RICH,2.5,1.0,2.0,0.0,2
Bryson McGlothin,RICH,4.0,0.0,2.0,1.0,1
Collin Tanner,RICH,8.5,2.0,3.5,0.5,2
David Thomas,RICH,4.5,1.0,2.5,0.5,2
Jaden Daughtry,RICH,9.5,1.5,6.5,0.0,2
Jaylen Robinson,RICH,7.5,1.0,3.5,0.0,2
Jonathan Beagle,RICH,13.5,2.0,5.0,0.0,2
Kirby Mooney,RICH,0.0,0.0,1.0,0.0,1
Mike Walz,RICH,6.0,2.0,6.0,0.5,2
Mikkel Tyne,RICH,9.0,1.0,0.5,2.0,2
Will Harper III,RICH,0.0,0.0,0.0,0.0,1
Will Johnston,RICH,6.5,1.5,3.0,1.5,2
AB Coulibaly,RID,1.5,0.0,0.5,0.0,2
Antwan Wilson,RID,3.5,0.0,2.0,0.0,2
Caleb Smith,RID,10.0,1.0,9.0,0.0,2
Cole McCabe,RID,3.5,0.5,1.0,0.5,2
Daniel Helterhoff,RID,3.0,0.5,2.5,0.0,2
Davis Bynum,RID,2.0,0.0,1.5,0.0,2
Devean Williams,RID,0.0,0.0,0.0,0.0,1
Flash Burton,RID,9.5,1.5,3.5,0.5,2
Jamir McNeil,RID,5.0,0.5,1.0,0.5,2
Kristupas Kepežinskas,RID,1.5,0.5,0.5,0.0,2
Maurizio D'Alessandro,RID,3.0,0.0,0.0,1.0,1
Mohamad Diallo,RID,2.0,0.0,6.0,0.0,2
Shemani Fuller,RID,1.0,0.5,2.0,0.0,2
Zion Cruz,RID,9.0,0.5,4.0,0.5,2
Albert Vargas,RMU,8.666667,5.0,1.3333334,2.6666667,3
Cam Wilds,RMU,8.5,1.5,2.5,1.5,2
Cyril Arvanitis,RMU,0.0,0.0,0.0,0.0,1
Darius Livingston,RMU,8.666667,2.0,0.6666667,1.3333334,3
DeSean Goode,RMU,9.333333,0.6666667,7.3333335,1.0,3
Eddie Cooke Iii,RMU,3.0,0.5,2.5,0.0,2
Jeremiah Littlejohn,RMU,7.0,1.0,1.0,2.0,1
Josh Hill,RMU,9.666667,0.33333334,4.6666665,1.3333334,3
Kaleb Brown,RMU,4.0,1.0,0.6666667,0.6666667,3
Nikolaos Chitikoudis,RMU,14.333333,1.0,8.0,0.0,3
Ryan Prather Jr.,RMU,10.666667,4.3333335,4.6666665,0.6666667,3
Samuel Obenjo,RMU,1.0,1.0,1.5,0.0,2
Ta'Zir Smith,RMU,3.6666667,1.3333334,1.6666666,0.33333334,3
Ubong Okon,RMU,2.0,0.0,2.5,0.0,2
Baye Fall,RUTG,0.0,0.0,1.0,0.0,2
Bryce Dortch,RUTG,0.5,0.5,4.5,0.0,2
Chris Nwuli,RUTG,0.0,1.0,1.5,0.0,2
Darren Buchanan Jr.,RUTG,10.5,3.5,2.0,0.5,2
Denis Badalau,RUTG,12.0,0.5,4.0,2.5,2
Dylan Grant,RUTG,13.5,1.0,8.5,0.0,2
Emmanuel Ogbole,RUTG,3.5,0.5,7.5,0.0,2
Gevonte Ware,RUTG,2.0,0.0,0.0,0.0,1
Harun Zrno,RUTG,6.0,0.0,0.5,1.5,2
Jamichael Davis,RUTG,11.5,2.5,4.0,1.5,2
Kaden Powers,RUTG,4.0,1.0,2.0,0.0,1
Lino Mark,RUTG,0.0,0.0,0.0,0.0,2
Tariq Francis,RUTG,16.0,3.0,3.5,3.0,2
Arman Madi,SAC,0.0,0.0,1.0,0.0,2
Brandon Gardner,SAC,6.5,0.0,4.0,0.5,2
Isaiah Bronson,SAC,0.0,0.0,0.0,0.0,1
Jahni Summers,SAC,7.0,0.5,2.5,1.5,2
Jayden Teat,SAC,20.0,2.5,2.5,4.5,2
Jeremiah Cherry,SAC,16.0,3.0,11.0,0.5,2
Mark Lavrenov,SAC,4.5,0.0,2.5,0.5,2
Mikey Williams,SAC,13.0,7.0,3.5,1.5,2
Prophet Johnson,SAC,18.5,4.5,10.0,2.5,2
Romari Robinson,SAC,1.5,0.5,2.5,0.5,2
Shaqir O'Neal,SAC,4.5,0.0,2.0,0.5,2
Taj Glover,SAC,3.0,1.0,0.5,0.5,2
Cade Norris,SAM,3.0,1.5,2.5,0.0,2
Dylan Faulkner,SAM,17.5,0.5,5.5,0.0,2
Isaiah Campbell-Finch,SAM,3.0,1.5,0.5,1.0,2
Jadin Booth,SAM,30.0,1.5,4.5,7.0,2
Jaxon Pollard,SAM,6.5,1.5,6.0,1.5,2
Judson Bjornstad,SAM,2.5,0.5,0.5,0.0,2
Kam Martin,SAM,0.0,1.0,2.5,0.0,2
Keaton Norris,SAM,10.5,7.5,4.5,1.5,2
Will Shaver,SAM,4.0,0.0,3.0,0.0,2
Zion Wilburn,SAM,0.0,1.5,1.5,0.0,2
Achille Lonati,SBU,6.5,1.5,1.5,1.5,2
Amar'e Marshall,SBU,4.0,2.0,2.0,1.0,2
Andrew Osasuyi,SBU,6.5,0.0,5.5,0.0,2
Cayden Charles,SBU,13.5,1.5,6.0,1.0,2
Daniel Egbuniwe,SBU,0.0,1.0,2.0,0.0,1
Darryl Simmons II,SBU,18.0,4.0,4.0,3.5,2
Dasonte Bowen,SBU,3.0,3.5,5.0,0.0,2
Frank Mitchell,SBU,16.0,1.5,10.0,0.0,2
Joe Grahovac,SBU,11.5,1.5,6.0,1.5,2
Christ Essandoko,SC,1.5,0.5,0.5,0.5,2
Eli Ellis,SC,15.5,3.5,4.5,2.0,2
Eli Sparkman,SC,0.0,1.0,2.0,0.0,1
Elijah Strong,SC,5.5,1.0,1.5,0.5,2
Grant Polk,SC,1.5,1.0,2.0,0.5,2
Hayden Assemian,SC,1.0,1.0,5.0,0.0,2
Jordan Butler,SC,4.5,0.5,1.5,0.5,2
Kobe Knox,SC,7.0,3.0,3.5,1.0,2
Meechie Johnson,SC,23.5,3.5,4.0,4.5,2
Mike Sharavjamts,SC,10.5,3.0,5.0,1.5,2
Myles Stute,SC,7.5,2.0,3.5,2.0,2
Nordin Kapic,SC,9.0,1.0,4.0,2.0,2
Colin McKenzie,SCST,3.6666667,0.6666667,2.6666667,0.33333334,3
D'Shay Knights Wright,SCST,4.3333335,0.0,4.0,0.33333334,3
Derwin Hodge Jr.,SCST,1.3333334,0.0,1.6666666,0.0,3
Florian Tenebay,SCST,5.3333335,1.6666666,3.0,0.33333334,3
Jamal Miles,SCST,1.5,0.5,2.5,0.5,2
James Morrow,SCST,10.666667,0.0,5.0,0.33333334,3
Jayden Johnson,SCST,6.6666665,4.0,2.3333333,0.33333334,3
Noah Treadwell,SCST,7.0,0.6666667,1.0,1.0,3
Owen Bronston Jr.,SCST,12.666667,0.33333334,4.3333335,2.0,3
Rayniel Wright,SCST,5.0,1.6666666,1.0,0.0,3
Teon Tindal,SCST,2.0,0.0,1.0,0.0,3
Tim Okojie,SCST,0.0,0.0,1.3333334,0.0,3
Allen Graves,SCU,7.6666665,2.0,9.333333,0.33333334,3
Brenton Knapper,SCU,7.3333335,2.3333333,3.3333333,0.6666667,3
Bukky Oboye,SCU,5.5,0.5,0.5,0.0,2
Christian Hammond,SCU,13.333333,2.6666667,6.6666665,1.0,3
Elijah Mahi,SCU,17.0,2.6666667,3.0,1.3333334,3
Francis Chukwudebelu,SCU,3.3333333,2.0,2.3333333,0.33333334,3
Jake Ensminger,SCU,9.333333,4.0,6.3333335,1.3333334,3
Juan Reyna,SCU,0.0,0.0,2.0,0.0,1
KJ Cochran,SCU,1.0,0.5,1.0,0.0,2
Sash Gavalyugov,SCU,12.333333,1.6666666,2.0,3.0,3
Thierry Darlan,SCU,8.333333,1.0,7.3333335,1.0,3
Caleb Kizer,SDAK,1.5,1.0,0.0,0.0,2
Cameron Fens,SDAK,6.0,0.33333334,4.3333335,0.0,3
Ethan Kizer,SDAK,3.6666667,0.0,1.0,0.6666667,3
Evan Anderson,SDAK,6.6666665,0.33333334,5.0,0.6666667,3
Isaac Bruns,SDAK,17.666666,0.6666667,2.6666667,1.0,3
Jake Brack,SDAK,4.3333335,0.6666667,4.6666665,0.0,3
Jesse McIntosh,SDAK,9.666667,1.6666666,5.3333335,1.0,3
Jordan Crawford,SDAK,11.0,1.3333334,2.6666667,1.6666666,3
Porter Ihnen,SDAK,10.0,0.5,6.5,0.5,2
Shey Eberwein,SDAK,7.6666665,2.0,2.0,0.0,3
Uzziah Buntyn,SDAK,8.666667,3.3333333,2.3333333,0.33333334,3
Vince Buzelis,SDAK,9.0,1.3333334,6.3333335,0.6666667,3
Alec Squires,SDST,3.3333333,1.0,6.3333335,0.0,3
Bubz Alvarez,SDST,2.0,0.0,0.0,0.0,1
Caleb Delzell,SDST,1.3333334,1.0,3.6666667,0.0,3
Damon Wilkinson,SDST,10.666667,1.0,7.0,0.0,3
Jaden Jackson,SDST,17.333334,2.6666667,3.3333333,2.6666667,3
Jaden Rogers,SDST,0.0,0.0,0.0,0.0,2
Joe Sayler,SDST,11.666667,2.6666667,2.6666667,1.6666666,3
Kalen Garry,SDST,10.0,1.3333334,6.6666665,2.3333333,3
Luke Haertle,SDST,2.0,0.6666667,0.33333334,0.0,3
Matthew Mors,SDST,8.333333,1.6666666,5.0,0.0,3
Trey Buchanan,SDST,1.6666666,0.0,0.6666667,0.33333334,3
BJ Davis,SDSU,4.5,0.0,2.5,1.5,2
Cam Lawin,SDSU,3.0,0.0,0.0,1.0,1
Elzie Harrington,SDSU,10.5,3.5,1.5,2.0,2
Jeremiah Oden,SDSU,9.5,0.5,1.5,1.0,2
Miles Byrd,SDSU,8.5,4.5,4.5,1.5,2
Miles Heide,SDSU,9.5,1.5,5.0,0.0,2
Pharaoh Compton,SDSU,10.0,0.5,2.0,0.0,2
Reese Dixon-Waters,SDSU,15.0,2.0,6.0,2.0,1
Sean Newman Jr.,SDSU,0.0,3.5,0.5,0.0,2
Tae Simmons,SDSU,6.5,0.0,4.0,0.5,2
Taj DeGourville,SDSU,7.0,1.5,2.0,0.5,2
Thokbor Majak,SDSU,0.0,0.0,1.5,0.0,2
Austin Maurer,SEA,3.5,1.0,6.0,0.5,2
Brayden Maldonado,SEA,22.5,1.5,5.0,3.0,2
Brock Felder,SEA,2.0,0.0,1.0,0.0,2
Houran Dan,SEA,1.0,0.0,4.5,0.0,2
John Christofilis,SEA,4.5,0.5,1.5,1.0,2
Jojo Murphy,SEA,5.5,0.0,2.5,0.5,2
Junseok Yeo,SEA,7.5,2.0,3.5,0.0,2
Maleek Arington,SEA,7.0,4.0,2.0,0.5,2
Miles Amos,SEA,2.0,0.5,1.5,0.0,2
Will Heimbrodt,SEA,22.0,2.0,5.0,2.5,2
Ahmed Essahaty,SELA,0.0,0.0,0.33333334,0.0,3
CJ Booker,SELA,5.6666665,2.3333333,1.3333334,1.0,3
Ethan Pickett,SELA,3.3333333,0.6666667,2.0,0.0,3
Isaiah Gaines,SELA,7.0,0.33333334,5.3333335,0.0,3
Jaiden Lawrence,SELA,11.0,1.0,5.0,2.0,3
Jalen Forrest,SELA,8.666667,0.33333334,3.0,1.0,3
Jeremy Elyzee,SELA,7.3333335,2.0,3.0,0.0,3
Kyle Edison,SELA,4.0,1.3333334,2.0,0.33333334,3
Makhi Myles,SELA,5.6666665,0.6666667,1.3333334,0.6666667,3
Peter Hemschemeier,SELA,1.5,1.5,1.5,0.5,2
Seth Jones,SELA,9.0,1.0,5.0,3.0,1
Ubong-Abasi Etim,SELA,0.0,0.6666667,1.0,0.0,3
BJ Ward,SEMO,10.0,5.0,2.0,1.0,2
Blaize Sagna,SEMO,0.0,0.0,2.0,0.0,1
Braxton Stacker,SEMO,19.0,1.0,4.0,2.0,2
Brendan Terry,SEMO,9.0,0.5,2.5,0.0,2
David Idada,SEMO,2.5,0.0,3.0,0.0,2
Elliot Lowndes,SEMO,1.0,0.0,1.0,0.0,2
Jay Reynolds,SEMO,0.0,0.0,0.0,0.0,1
Landren Blocker,SEMO,3.0,1.0,5.0,0.5,2
Luke Almodovar,SEMO,16.0,1.0,4.0,3.0,2
Marqueas Bell,SEMO,11.5,1.0,3.0,0.0,2
PJ Farmer,SEMO,0.0,0.5,0.0,0.0,2
Trace Sadler,SEMO,0.0,0.0,0.0,0.0,2
Troy Cole Jr.,SEMO,3.5,0.5,2.0,0.5,2
Aidan Braccia,SF,7.0,0.0,2.0,1.0,1
David Fuchs,SF,8.5,1.5,5.0,0.0,2
Guillermo Diaz Graham,SF,2.5,2.5,1.5,0.5,2
Junjie Wang,SF,7.0,0.5,4.5,1.0,2
Legend Smiley,SF,11.0,1.0,1.5,1.5,2
Mookie Cook,SF,15.0,0.5,8.0,1.5,2
Ryan Beasley,SF,5.0,1.0,1.0,0.5,2
Saba Gigiberia,SF,5.0,2.0,4.0,0.0,2
Sean Blakely Drummond,SF,2.0,0.0,1.0,0.0,1
Tyrone Riley IV,SF,12.0,0.5,3.0,2.0,2
Veniamin Abosi,SF,8.5,1.0,5.5,2.0,2
Vukasin Masic,SF,3.0,6.5,1.5,1.0,2
Weilun Zhao,SF,4.0,3.0,1.0,0.0,1
Ahamed Mohammed,SFA,2.0,2.5,2.0,0.0,2
Bryceson Melvin,SFA,1.5,0.0,2.0,0.0,2
Chrishawn Christmas,SFA,7.5,3.5,9.5,0.0,2
Christian Green,SFA,0.0,1.0,1.0,0.0,2
Eltramon Smith Jr.,SFA,0.0,1.0,4.0,0.0,1
Gediminas Alisas,SFA,3.0,0.5,2.0,0.0,2
Harris Dar,SFA,1.0,0.0,0.5,0.0,2
Jerald Colonel,SFA,11.0,1.0,9.5,0.0,2
Kam Burton,SFA,6.0,1.5,2.5,2.0,2
Keon Thompson,SFA,23.0,4.0,5.0,1.5,2
Lateef Patrick,SFA,17.5,2.0,0.0,4.0,2
Marcus Scurry,SFA,10.0,0.5,0.0,1.5,2
Narit Chotikavanic,SFA,10.5,0.0,3.0,2.5,2
Tichyque Musaka,SFA,3.5,0.0,2.5,0.0,2
Ahmad Harrison,SFPA,3.0,1.0,1.5,0.0,2
Brandon Russell,SFPA,5.0,1.5,1.0,0.0,2
Cameron Tweedy,SFPA,10.0,1.0,2.5,0.0,2
Chris Moncrief,SFPA,3.5,1.5,0.5,0.5,2
Gestin Liberis,SFPA,2.5,2.5,1.5,0.5,2
KJ Swain Jr.,SFPA,3.0,0.0,0.0,1.0,2
Melvin Weaver III,SFPA,0.0,0.0,0.0,0.0,1
Ralph Martino Jr.,SFPA,6.5,1.0,2.0,0.5,2
Skylar Wicks,SFPA,19.0,3.5,5.5,3.5,2
Trey Weiand,SFPA,3.0,0.0,0.0,1.0,1
Victor Payne,SFPA,0.0,0.5,1.5,0.0,2
Zion Russell,SFPA,10.5,2.0,4.5,0.0,2
CJ Beaumont,SHSU,3.5,0.0,4.5,0.5,2
Cheikh Ndiaye,SHSU,0.0,0.0,2.0,0.0,1
Damon Nicholas Jr.,SHSU,7.0,1.5,3.5,0.0,2
Isaiah Manning,SHSU,8.5,1.0,4.0,0.5,2
Jacob Walker,SHSU,9.0,2.5,2.5,1.5,2
Jacobe Coleman,SHSU,9.5,1.0,3.0,0.5,2
Jaxson Ford,SHSU,2.0,0.0,1.0,0.0,1
Justin Begg,SHSU,10.5,4.0,2.5,1.5,2
Kashie Natt,SHSU,11.5,1.5,11.0,1.0,2
Matt Dann,SHSU,5.5,0.0,4.5,0.0,2
Po'Boigh King,SHSU,9.0,0.5,0.0,1.0,2
Veljko Ilic,SHSU,11.0,3.0,6.0,0.0,2
Abdou Yadd,SHU,9.5,1.0,4.0,1.5,2
Alex Woodring,SHU,0.0,0.0,0.0,0.0,1
Anquan Hill,SHU,17.0,0.0,8.5,1.0,2
Dashon Gittens,SHU,17.0,2.0,4.5,1.0,2
Fallou Gueye,SHU,7.5,1.5,2.0,0.5,2
Jaden Slaughter,SHU,7.0,0.0,0.0,1.0,1
Jeremiah Jacobs,SHU,4.0,0.0,1.0,0.0,1
Lucius Gibson-Savadel,SHU,0.5,1.0,2.5,0.0,2
Malik Sheppard,SHU,0.0,0.0,0.0,0.0,1
Mekhi Conner,SHU,4.5,5.0,3.5,0.5,2
Nyle Ralph-Beyer,SHU,14.5,1.0,5.5,2.5,2
Taj Bryant,SHU,7.0,4.5,4.5,1.0,2
