PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
523CharlieC PagliariniPagliarini3B523‌‌‌,SEA,3,4,0,1,0,0,0,1,0,3,0,0,.250,.250,.250,.500
523StephenS PaoliniPaoliniRF523‌‌‌,ATL,7,11,3,2,1,0,0,1,0,4,0,0,.182,.250,.273,.523
523LioverL PegueroPegueroSS523‌‌‌,PIT,6,9,2,2,0,0,1,1,1,2,0,0,.222,.300,.556,.856
523GeraldoG PerdomoPerdomoSS523‌‌‌,AZ,9,24,4,8,1,0,0,1,2,3,2,0,.333,.407,.375,.782
523JuniorJ PerezPerezCF523‌‌‌,ATH,6,4,2,2,0,0,0,1,1,1,0,0,.500,.600,.500,1.100
523SalvadorS PerezPerezC523‌‌‌,KC,8,22,4,4,1,0,0,1,1,8,0,0,.182,.217,.227,.444
523TommyT PhamPhamOF523‌‌‌,PIT,9,21,5,2,0,0,1,1,7,4,0,0,.095,.321,.238,.559
523JackJ PinedaPinedaSS523‌‌‌,KC,7,6,2,3,2,0,0,1,0,1,0,0,.500,.429,.833,1.262
523LeandroL PinedaPinedaRF523‌‌‌,PHI,3,3,1,2,1,0,0,1,0,1,0,0,.667,.667,1.000,1.667
523RenéR PintoPintoC523‌‌‌,AZ,5,8,1,2,1,0,0,1,0,2,0,0,.250,.250,.375,.625
523AnthonyA PratoPrato3B523‌‌‌,MIN,4,3,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
523NickN PrattoPratto1B523‌‌‌,KC,8,18,2,4,0,0,1,1,2,9,1,0,.222,.300,.389,.689
523CarlosC PérezPérezC523‌‌‌,CHC,3,3,1,1,0,0,0,1,0,0,0,0,.333,.333,.333,.666
523GeraldoG QuinteroQuintero2B523‌‌‌,ATL,5,5,3,2,1,0,1,1,2,2,0,0,.400,.625,1.200,1.825
523JohnJ RaveRaveCF523‌‌‌,KC,10,21,4,5,0,0,0,1,0,7,2,0,.238,.238,.238,.476
523BryanB RinconRinconSS523‌‌‌,PHI,5,7,2,3,1,1,0,1,0,4,0,0,.429,.429,.857,1.286
523LeoL RivasRivasSS523‌‌‌,SEA,6,13,1,2,0,0,0,1,1,4,0,0,.154,.267,.154,.421
523EmmanuelE RiveraRivera3B523‌‌‌,BAL,8,19,3,6,2,0,1,1,1,4,0,0,.316,.350,.579,.929
523JoshJ RiveraRiveraSS523‌‌‌,TOR,7,8,3,2,0,0,0,1,1,2,0,0,.250,.333,.250,.583
523LuisL Robert Jr.RobertCF523‌‌‌,CWS,7,19,4,5,0,0,1,1,3,6,0,0,.263,.391,.421,.812
523ChuckieC RobinsonRobinsonC523‌‌‌,LAA,9,10,4,2,1,0,0,1,4,1,0,0,.200,.500,.300,.800
523MiguelM RojasRojasSS523‌‌‌,LAD,6,12,2,3,0,0,0,1,2,1,0,0,.250,.400,.250,.650
523MikeyM RomeroRomeroSS523‌‌‌,BOS,3,5,2,3,1,0,1,1,1,1,0,0,.600,.667,1.400,2.067
523AlfonsinA RosarioRosarioRF523‌‌‌,CLE,2,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500
523NickN RoselliRoselli2B523‌‌‌,NYM,2,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
523CoreyC RosierRosierRF523‌‌‌,BOS,2,3,1,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
523AaronA SabatoSabato1B523‌‌‌,MIN,3,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.666
523BlakeB SabolSabolC523‌‌‌,BOS,7,11,3,3,1,0,0,1,3,3,0,0,.273,.429,.364,.793
523ThomasT SaggeseSaggese2B523‌‌‌,STL,8,16,4,5,1,0,1,1,3,3,0,0,.313,.421,.563,.984
523CodyC SchrierSchrierSS523‌‌‌,MIA,1,2,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
523AaronA SchunkSchunk2B523‌‌‌,COL,12,13,0,2,1,0,0,1,1,1,0,0,.154,.214,.231,.445
523VictorV Scott IIScottCF523‌‌‌,STL,8,22,2,6,2,0,0,1,4,5,2,1,.273,.385,.364,.749
523JaredJ SernaSernaSS523‌‌‌,MIA,3,4,2,3,0,0,1,1,1,0,0,0,.750,.800,1.500,2.300
523AnthonyA ServideoServideoSS523‌‌‌,BAL,4,3,0,0,0,0,0,1,0,2,0,0,.000,.250,.000,.250
523ZackZ ShortShort3B523‌‌‌,HOU,9,14,4,2,1,0,1,1,3,7,1,0,.143,.294,.429,.723
523MichaelM SianiSianiCF523‌‌‌,STL,9,26,1,3,0,0,0,1,4,8,1,1,.115,.233,.115,.348
523AidanA SmithSmithOF523‌‌‌,TB,2,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
523WillW SmithSmithC523‌‌‌,LAD,6,13,2,3,2,0,1,1,2,3,0,0,.231,.412,.615,1.027
523MichaelM SnyderSnyder3B523‌‌‌,MIA,3,2,1,1,0,0,1,1,1,1,0,0,.500,.667,2.000,2.667
523TylerT SoderstromSoderstrom1B523‌‌‌,ATH,10,29,1,5,0,0,0,1,1,2,0,0,.172,.200,.172,.372
523NickN SolakSolakOF523‌‌‌,PIT,11,13,2,2,0,0,0,1,2,2,1,0,.154,.250,.154,.404
523LenynL SosaSosa3B523‌‌‌,CWS,8,23,3,4,0,0,0,1,2,5,0,0,.174,.231,.174,.405
523GarrettG SpainSpainOF523‌‌‌,MIL,6,6,0,2,1,0,0,1,0,2,0,0,.333,.333,.500,.833
523JordanJ SprinkleSprinkleSS523‌‌‌,CWS,1,3,0,2,0,0,0,1,0,0,0,0,.667,.667,.667,1.334
523BrettB SquiresSquires1B523‌‌‌,KC,6,6,1,1,0,0,0,1,0,1,0,0,.167,.167,.167,.334
523SammyS StafuraStafuraSS523‌‌‌,CIN,3,6,3,3,0,0,1,1,0,3,0,0,.500,.500,1.000,1.500
523DJD StewartStewartRF523‌‌‌,PIT,8,19,3,3,1,0,0,1,2,8,1,0,.158,.273,.211,.484
523SalS StewartStewart3B523‌‌‌,CIN,6,12,0,4,1,0,0,1,3,3,2,0,.333,.467,.417,.884
523AdriánA SugasteySugasteyC523‌‌‌,SF,4,5,2,2,0,0,0,1,0,0,0,0,.400,.400,.400,.800
523DanielD SusacSusacC523‌‌‌,ATH,3,4,1,1,0,0,1,1,0,1,0,0,.250,.250,1.000,1.250
523AliA SánchezSánchezC523‌‌‌,TOR,6,7,1,1,0,0,0,1,1,2,0,0,.143,.250,.143,.393
523FernandoF Tatis Jr.TatisRF523‌‌‌,SD,8,14,4,4,1,0,1,1,3,4,0,0,.286,.444,.571,1.015
523AmbiorisA TavarezTavarezSS523‌‌‌,ATL,2,3,1,1,0,0,0,1,0,2,0,0,.333,.333,.333,.666
523BraydenB TaylorTaylor3B523‌‌‌,TB,4,7,2,4,1,0,1,1,0,2,0,0,.571,.571,1.143,1.714
523CarsonC TaylorTaylorSS523‌‌‌,PHI,6,4,0,1,0,0,0,1,1,2,0,0,.250,.400,.250,.650
523CodyC ThomasThomasRF523‌‌‌,TEX,8,7,1,0,0,0,0,1,1,1,0,0,.000,.125,.000,.125
523RhylanR ThomasThomasLF523‌‌‌,SEA,4,5,1,2,1,0,0,1,1,0,0,0,.400,.500,.600,1.100
523SterlinS ThompsonThompsonLF523‌‌‌,COL,4,4,1,2,1,0,0,1,0,1,0,0,.500,.500,.750,1.250
523MichaelM TogliaToglia1B523‌‌‌,COL,9,28,4,6,2,0,0,1,3,9,0,1,.214,.290,.286,.576
523MilanM TolentinoTolentinoSS523‌‌‌,CLE,9,12,2,1,0,0,1,1,1,6,0,0,.083,.154,.333,.487
523MarshallM TooleTooleOF523‌‌‌,NYY,2,2,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500
523AlanA TrejoTrejo2B523‌‌‌,TEX,12,13,2,3,1,1,0,1,1,2,0,0,.231,.333,.462,.795
523LucaL TreshTreshC523‌‌‌,KC,4,5,2,1,0,1,0,1,1,1,0,0,.200,.429,.600,1.029
523JoseJ TrevinoTrevinoC523‌‌‌,CIN,6,16,1,3,2,0,0,1,1,4,0,0,.188,.235,.313,.548
523FenwickF TrimbleTrimbleSS523‌‌‌,MIA,2,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
523JaredJ TrioloTriolo3B523‌‌‌,PIT,8,22,5,8,0,2,0,1,1,4,1,0,.364,.391,.545,.936
523ChadwickC TrompTrompC523‌‌‌,ATL,7,14,1,2,1,0,0,1,1,3,0,0,.143,.200,.214,.414
523EnmanuelE ValdezValdez2B523‌‌‌,PIT,8,13,1,2,0,0,0,1,6,4,0,0,.154,.400,.154,.554
523EchedryE VargasVargasSS523‌‌‌,MIA,1,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
523JavierJ VazVaz2B523‌‌‌,KC,2,4,1,1,0,0,0,1,0,1,0,0,.250,.250,.250,.500
523AndrewA VelazquezVelazquezSS523‌‌‌,NYY,8,21,1,5,0,0,1,1,1,9,0,0,.238,.273,.381,.654
523RalphyR VelazquezVelazquez1B523‌‌‌,CLE,3,1,0,1,0,0,0,1,1,0,0,0,1.000,.667,1.000,1.667
523JakeJ VogelVogelCF523‌‌‌,LAD,3,4,2,2,1,0,0,1,0,0,1,0,.500,.500,.750,1.250
523LukeL WaddellWaddellSS523‌‌‌,ATL,4,6,0,1,0,0,0,1,2,1,0,0,.167,.375,.167,.542
523TylerT WadeWade3B523‌‌‌,SD,9,19,2,3,0,1,0,1,1,4,0,2,.158,.238,.263,.501
523SebastianS WalcottWalcottSS523‌‌‌,TEX,2,2,0,0,0,0,0,1,1,0,0,0,.000,.333,.000,.333
523JordanJ WalkerWalkerRF523‌‌‌,STL,3,5,0,0,0,0,0,1,1,3,0,0,.000,.143,.000,.143
523ChadC WallachWallachC523‌‌‌,TEX,6,9,3,3,1,0,1,1,0,2,0,0,.333,.333,.778,1.111
523RyanR WardWardLF523‌‌‌,LAD,2,4,0,1,0,0,0,1,1,0,0,0,.250,.400,.250,.650
523TaylorT WardWardLF523‌‌‌,LAA,8,20,2,6,2,0,0,1,4,7,1,0,.300,.417,.400,.817
523JamieJ WestbrookWestbrook2B523‌‌‌,TB,9,9,1,3,1,0,0,1,4,2,0,0,.333,.538,.444,.982
523JordanJ WestburgWestburg3B523‌‌‌,BAL,6,18,2,5,2,0,0,1,2,5,0,0,.278,.350,.389,.739
523TylerT WhitakerWhitakerRF523‌‌‌,HOU,1,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
523ShayS WhitcombWhitcombSS523‌‌‌,HOU,8,17,2,3,0,0,0,1,0,9,0,0,.176,.176,.176,.352
523AlikaA WilliamsWilliams2B523‌‌‌,PIT,13,15,3,1,0,0,0,1,1,6,1,0,.067,.125,.067,.192
523CarsonC WilliamsWilliamsSS523‌‌‌,TB,8,25,1,8,2,1,0,1,1,6,2,1,.320,.346,.480,.826
523LukeL WilliamsWilliamsLF523‌‌‌,ATL,9,18,4,3,0,0,0,1,3,4,3,1,.167,.286,.167,.453
523BenB WilliamsonWilliamson3B523‌‌‌,SEA,6,8,0,3,0,0,0,1,1,2,1,0,.375,.500,.375,.875
523HoganH WindishWindish1B523‌‌‌,SEA,4,4,2,1,1,0,0,1,0,2,0,0,.250,.400,.500,.900
523MasynM WinnWinnSS523‌‌‌,STL,10,29,2,4,0,0,0,1,2,9,1,0,.138,.188,.138,.326
523NickN YorkeYorke2B523‌‌‌,PIT,6,14,2,3,2,0,0,1,3,4,0,0,.214,.333,.357,.690
523JaredJ YoungYoung1B523‌‌‌,NYM,5,9,0,1,0,0,0,1,0,3,0,0,.111,.111,.111,.222
523TravisT d'Arnaudd'ArnaudC523‌‌‌,LAA,7,18,2,4,1,0,1,1,0,5,0,0,.222,.263,.444,.707
782WilyerW AbreuAbreuRF782‌‌‌,BOS,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782MaxM AcostaAcostaSS782‌‌‌,MIA,3,6,0,1,0,0,0,0,2,2,0,1,.167,.375,.167,.542
782VictorV AcostaAcostaSS782‌‌‌,CIN,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782FranciscoF AcunaAcuna3B782‌‌‌,SD,1,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782JoshJ AdamczewskiAdamczewski2B782‌‌‌,MIL,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782LukeL AdamsAdams3B782‌‌‌,MIL,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782JonahJ AdvinculaAdvinculaRF782‌‌‌,CLE,3,3,1,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833
782TaylerT AguilarAguilarOF782‌‌‌,COL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782OzzieO AlbiesAlbies2B782‌‌‌,ATL,8,21,1,4,1,0,0,0,2,6,0,0,.190,.261,.238,.499
782LouL AlbrechtAlbrechtC782‌‌‌,PHI,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782KevinK AlcántaraAlcantaraRF782‌‌‌,CHC,5,9,0,1,1,0,0,0,0,4,0,0,.111,.111,.222,.333
782MarvinM AlcantaraAlcantaraSS782‌‌‌,BOS,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782KempK AldermanAldermanRF782‌‌‌,MIA,5,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
782EliezerE AlfonzoAlfonzoC782‌‌‌,DET,2,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
782OmarO AlfonzoAlfonzoC782‌‌‌,PIT,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
782PabloP AliendoAliendoC782‌‌‌,CHC,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782BradyB AllenAllenRF782‌‌‌,DET,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JoseJ AlpuriaAlpuriaCF782‌‌‌,AZ,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782ArmandoA AlvarezAlvarez3B782‌‌‌,MIN,10,18,2,3,1,0,0,0,0,8,0,1,.167,.167,.222,.389
782EddyE AlvarezAlvarez2B782‌‌‌,ATL,2,4,0,0,0,0,0,0,0,4,0,1,.000,.200,.000,.200
782EdgarE AlvarezAlvarez1B782‌‌‌,CHC,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782JacobJ AmayaAmayaSS782‌‌‌,CWS,7,14,2,4,2,0,0,0,2,6,0,0,.286,.375,.429,.804
782JakeJ AnchiaAnchiaC782‌‌‌,CLE,3,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
782EthanE AndersonAndersonC782‌‌‌,BAL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782EJE Andrews Jr.AndrewsRF782‌‌‌,COL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782EuribielE AngelesAngeles3B782‌‌‌,ATH,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782MikeM AnticoAnticoCF782‌‌‌,STL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782SilasS ArdoinArdoinC782‌‌‌,BAL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782JadherJ AreinamoAreinamo2B782‌‌‌,MIL,3,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
782LeandroL AriasAriasSS782‌‌‌,BAL,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782RoderickR AriasAriasSS782‌‌‌,NYY,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
782VictorV AriasAriasLF782‌‌‌,TOR,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782EdwinE ArroyoArroyoSS782‌‌‌,CIN,4,11,0,1,0,0,0,0,0,2,0,0,.091,.091,.091,.182
782MichaelM ArroyoArroyoSS782‌‌‌,SEA,4,2,1,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167
782BrettB AuerbachAuerbach2B782‌‌‌,SF,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
782JoshuaJ BaezBaezRF782‌‌‌,STL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782JuanJ BaezBaez3B782‌‌‌,MIL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782LuisL BaezBaezRF782‌‌‌,HOU,5,5,2,1,0,0,0,0,0,1,0,0,.200,.200,.200,.400
782DarrenD BakerBaker2B782‌‌‌,WSH,10,9,2,0,0,0,0,0,1,4,1,0,.000,.100,.000,.100
782DruD BakerBakerCF782‌‌‌,TB,2,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666
782LeoL BalcazarBalcazarSS782‌‌‌,CIN,4,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500
782MoisesM BallesterosBallesterosC782‌‌‌,CHC,2,4,1,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
782AustinA BarnesBarnesC782‌‌‌,LAD,3,7,1,2,0,0,0,0,1,1,0,0,.286,.444,.286,.730
782FranklinF BarretoBarretoLF782‌‌‌,BAL,5,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JaysonJ BassBassRF782‌‌‌,MIN,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782TravisT BazzanaBazzana2B782‌‌‌,CLE,3,7,1,1,1,0,0,0,0,2,0,0,.143,.143,.286,.429
782DavidD BañuelosBañuelosC782‌‌‌,BAL,8,10,2,2,0,0,0,0,0,4,0,0,.200,.200,.200,.400
782DylanD BeaversBeaversRF782‌‌‌,BAL,4,5,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782ColtonC BeckerBeckerC782‌‌‌,KC,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782JoshJ BellBell1B782‌‌‌,WSH,4,13,0,1,0,0,0,0,2,6,0,0,.077,.200,.077,.277
782FrederickF BencosmeBencosmeSS782‌‌‌,BAL,4,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782CarsonC BengeBengeRF782‌‌‌,NYM,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JuanJ BenjaminBenjamin2B782‌‌‌,CLE,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782WarmingW BernabelBernabelSS782‌‌‌,COL,3,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JacobJ BerryBerry1B782‌‌‌,MIA,4,4,0,2,0,0,0,0,1,0,0,0,.500,.600,.500,1.100
782JayJ BeshearsBeshears1B782‌‌‌,MIA,5,5,0,0,0,0,0,0,1,3,0,0,.000,.167,.000,.167
782JusticeJ BigbieBigbieRF782‌‌‌,DET,3,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500
782JaxJ BiggersBiggers2B782‌‌‌,TEX,3,3,0,0,0,0,0,0,1,0,0,0,.000,.250,.000,.250
782EricE BitontiBitonti3B782‌‌‌,MIL,1,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
782MiguelM BleisBleisRF782‌‌‌,BOS,4,6,1,1,0,0,0,0,0,3,0,1,.167,.286,.167,.453
782RyanR BlissBliss2B782‌‌‌,SEA,6,15,4,5,2,0,0,0,0,2,1,0,.333,.333,.467,.800
782JaceJ BohrofenBohrofenRF782‌‌‌,TOR,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782HenryH BolteBolteRF782‌‌‌,ATH,7,10,2,2,0,0,0,0,2,5,0,0,.200,.333,.200,.533
782TrevorT BooneBooneOF782‌‌‌,COL,3,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782TTT BowensBowens1B782‌‌‌,BAL,6,8,1,2,2,0,0,0,0,1,0,0,.250,.250,.500,.750
782JackJ BranniganBranniganSS782‌‌‌,PIT,2,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
782IvanI BrethowrBrethowrRF782‌‌‌,CHC,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782ColtenC BrewerBrewerP782‌‌‌,NYY,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782MiguelM BricenoBricenoLF782‌‌‌,MIN,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JosueJ BriceñoBriceño1B782‌‌‌,DET,5,5,1,0,0,0,0,0,1,3,0,0,.000,.167,.000,.167
782ErickE BritoBritoSS782‌‌‌,PHI,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782CanyonC BrownBrownC782‌‌‌,KC,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782DasanD BrownBrownCF782‌‌‌,TOR,3,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250
782DevonteD BrownBrownCF782‌‌‌,TOR,2,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
782EricE Brown Jr.BrownSS782‌‌‌,MIL,2,2,0,1,0,0,0,0,0,1,1,0,.500,.500,.500,1.000
782KrisK BryantBryantRF782‌‌‌,COL,5,14,1,1,0,0,0,0,3,5,0,0,.071,.235,.071,.306
782BrayanB BuelvasBuelvasOF782‌‌‌,ATH,1,1,0,0,0,0,0,0,0,1,0,1,.000,.000,.000,.000
782CadeC BunnellBunnell3B782‌‌‌,ATL,7,9,2,2,0,0,0,0,0,4,0,0,.222,.222,.222,.444
782BlakeB BurkeBurke1B782‌‌‌,MIL,4,4,0,1,0,0,0,0,0,2,0,0,.250,.250,.250,.500
782JacobJ BurkeBurkeCF782‌‌‌,CWS,5,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782CollinC BurnsBurns2B782‌‌‌,BAL,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782ConnorC BurnsBurnsC782‌‌‌,CIN,1,1,1,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
782HomerH Bush Jr.BushCF782‌‌‌,TB,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782WillW BushBushC782‌‌‌,HOU,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782BrandonB ButterworthButterworthSS782‌‌‌,SD,5,3,1,0,0,0,0,0,1,1,0,0,.000,.250,.000,.250
782YeremiY CabreraCabreraCF782‌‌‌,TEX,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JuneikerJ CaceresCaceresOF782‌‌‌,CLE,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782DavidD CalabreseCalabreseCF782‌‌‌,LAA,5,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
782SladeS CaldwellCaldwellOF782‌‌‌,AZ,3,3,0,0,0,0,0,0,1,3,0,0,.000,.250,.000,.250
782CalebC CaliCali3B782‌‌‌,SEA,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782AustinA CallahanCallahan3B782‌‌‌,CIN,5,2,3,1,1,0,0,0,3,1,3,0,.500,.800,1.000,1.800
782BrettB CallahanCallahanLF782‌‌‌,DET,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
782JairJ CamargoCamargoC782‌‌‌,MIN,6,12,0,1,0,0,0,0,0,4,0,0,.083,.083,.083,.166
782MarioM CamillettiCamillettiLF782‌‌‌,CWS,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782DylanD CampbellCampbellCF782‌‌‌,PHI,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
782KristianK CampbellCampbellOF782‌‌‌,BOS,10,24,4,5,1,0,0,0,3,6,0,0,.208,.296,.250,.546
782GustavoG CamperoCamperoRF782‌‌‌,LAA,5,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
782AlexanderA CanarioCanarioLF782‌‌‌,NYM,9,23,2,2,1,0,0,0,2,11,0,1,.087,.160,.130,.290
782HaydenH CantrelleCantrelle2B782‌‌‌,CHC,1,1,0,1,0,1,0,0,0,0,0,0,1.000,1.000,3.000,4.000
782JulioJ CarrerasCarreras3B782‌‌‌,COL,2,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
782ColeC CarriggCarriggLF782‌‌‌,COL,2,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
782DiegoD CartayaCartayaC782‌‌‌,MIN,4,3,0,1,1,0,0,0,0,1,0,0,.333,.500,.667,1.167
782CurtC CasaliCasaliC782‌‌‌,ATL,6,10,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
782DiegoD CastilloCastilloP782‌‌‌,COL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
