Player,Team,PPG,APG,RPG,3PM,Games
Davis Molnar,FUR,3.4,1.1,2.7,0.2,1
Rubin Jones,MICH,3.4,1.3,2.4,0.6,1
Can Kaan Turgut,FIT,3.4,0.8,2.0,0.6,1
Tristian Pretlow,ST. A,3.4,0.2,2.4,0.6,1
Caleb Embeya,TOW,3.4,0.3,3.9,0.0,1
DJ Nix,COR,3.4,0.3,1.8,0.6,1
Riley Fox,YALE,3.4,0.2,1.3,0.7,1
Justin Ray,MONM,3.4,0.3,0.6,0.4,1
Braelon Green,BGSU,3.4,1.6,1.9,0.1,1
Tyler Ringgold,TULN,3.4,0.1,2.4,0.1,1
Finley Sheridan,STET,3.4,0.4,2.3,0.3,1
Malek Gomma,SEA,3.3,0.4,3.3,0.0,1
Jalen Ware,UMES,3.3,0.3,4.0,0.3,1
Reid Warga,COLI,3.3,0.7,3.0,0.3,1
Connor Higgins,COLI,3.3,0.3,2.3,0.0,1
Jalen King-Joiner,KYCHR,3.3,0.3,0.0,0.7,1
Bradey Henige,CBU,3.3,0.1,2.7,0.0,1
Christian Burton,DEF,3.3,2.3,0.3,0.3,1
Shawn Wilson,MO,3.3,0.7,3.0,0.0,1
Malcolm Muhammad,CHEY,3.3,0.3,0.3,0.7,1
Antrell Williams,TF,3.3,0.0,2.0,0.7,1
Khani Rooths,LOU,3.3,0.3,3.0,0.4,1
Andrew Welage,WRST,3.3,0.8,1.4,0.8,1
Quadir Pettaway,PRES,3.3,1.2,0.9,0.6,1
Jalen Jackson,WKU,3.3,2.1,2.0,0.1,1
Damarion Walkup,SEMO,3.3,0.4,1.5,0.6,1
Luka Tarlac,CP,3.3,1.5,2.2,0.0,1
Aiden Sherrell,ALA,3.3,0.4,2.9,0.3,1
Filip Radakovic,UTM,3.3,1.0,3.5,0.1,1
Richard Goods,HAMP,3.3,0.5,4.0,0.0,1
Anthony Leal,IU,3.3,1.8,2.9,0.3,1
Parker Strauss,UCR,3.3,0.7,2.4,0.7,1
Dylan James,UGA,3.3,0.6,2.2,0.3,1
Rolyns Aligbe,SIU,3.3,0.5,3.5,0.2,1
Josh Gray,MIZ,3.3,0.6,5.3,0.0,1
London Fields,UL,3.3,0.2,1.4,0.6,1
Mabeny Naam,NNMC,3.3,0.0,2.8,0.0,1
Dillan Baker,NAU,3.3,0.4,1.8,0.6,1
Deshaun Jackson Jr.,MERC,3.3,1.5,1.4,0.1,1
Tillman Brown,DEF,3.3,0.3,0.3,0.3,1
Johsua Abrams,BTHD,3.3,1.0,2.5,0.0,1
Hunter Adam,DAV,3.2,0.5,2.7,0.5,1
Emmanuel Ugbo,BOIS,3.2,0.2,2.3,0.2,1
Matej Bosnjak,WICH,3.2,0.6,3.4,0.1,1
Jack Whitbourn,UCR,3.2,0.5,4.5,0.1,1
Stone Hutchings,UTU,3.2,0.2,1.0,0.3,1
Mambourou Mara,UND,3.2,0.4,1.8,0.4,1
Trey Hicks,LONG,3.2,0.2,1.7,0.0,1
Eric Michaels,AMER,3.2,0.3,2.4,0.0,1
Di'Andre Howell-South,WAG,3.2,1.1,2.2,0.2,1
Donovan Murphy,FIT,3.2,0.4,4.0,0.0,1
Kean Webb,USD,3.2,0.3,2.2,0.0,1
Tyree Ihenacho,WASH,3.2,2.0,2.8,0.1,1
Parker Friedrichsen,WAKE,3.2,0.6,1.0,0.6,1
Zander Yates,LIB,3.2,0.3,1.2,0.9,1
Abou Magassa,WYO,3.2,0.2,3.7,0.0,1
Darik Dissette,NDSU,3.2,0.2,2.1,0.0,1
Kernan Bundy,IONA,3.2,1.0,2.7,0.5,1
AD Diedhiou,ULM,3.2,1.0,4.1,0.0,1
Andrew Ball,MONM,3.2,0.2,2.8,0.3,1
Ze'Rik Onyema,TEX,3.2,0.4,2.5,0.0,1
Trevor Mullin,YALE,3.2,0.8,1.1,0.5,1
Patrick Suemnick,OKST,3.2,0.3,2.1,0.0,1
Kadar Waller,CSUB,3.2,1.8,1.8,0.2,1
Even Brauns,IOWA,3.2,0.5,1.1,0.0,1
Max Frazier,CCSU,3.1,0.5,2.6,0.0,1
Wyatt Nausadis,AMER,3.1,0.9,1.1,0.6,1
Angelo Ciaravino,NU,3.1,0.5,1.8,0.3,1
Thierno Sylla,SFA,3.1,0.4,2.6,0.3,1
Braylhan Thomas,GASO,3.1,0.7,2.5,0.4,1
Braxton Meah,NEB,3.1,0.7,3.5,0.0,1
Raymond Somerville,DSU,3.1,0.3,2.1,0.0,1
Henry Abraham,CCU,3.1,1.2,1.9,0.8,1
Noah Barnett,UVM,3.1,0.3,2.4,0.0,1
Andre Lorentsson,TOL,3.1,0.4,1.7,0.6,1
David Rochester,BRWN,3.1,0.3,1.7,0.3,1
Xavier Sykes,SUU,3.1,0.6,0.8,0.5,1
Erik Taylor,SHSU,3.1,0.8,0.8,0.6,1
Kevin Patton Jr.,USC,3.1,0.4,1.2,0.2,1
Jorge Diaz Graham,PITT,3.1,0.2,0.9,0.7,1
Naz Brown,CCU,3.1,1.2,1.5,0.4,1
Kyle Edison,SELA,3.1,0.6,1.6,0.6,1
Jeremiah Evans,UL,3.1,0.2,2.1,0.0,1
Jake Davis,ILL,3.1,0.3,1.5,0.7,1
Isaac Abidde,CLE,3.0,0.3,1.8,0.3,1
Darius Duffy,MILW,3.0,0.2,2.4,0.0,1
Diogo Seixas,CARK,3.0,0.8,2.3,0.3,1
Nate Ferguson,DRKE,3.0,0.2,1.5,0.0,1
Rick Issanza,LMU,3.0,0.2,3.1,0.0,1
Devaunte Robinson,ALICE,3.0,0.0,1.0,0.0,1
Keaston Brown,CMPBVIL,3.0,5.0,4.0,1.0,1
Malakhi Stremlow,NBRY,3.0,1.0,5.5,0.0,1
Josue Mireles,WLL,3.0,1.0,0.5,1.0,1
Matt Knowling,USC,3.0,1.2,2.4,0.0,1
Bostyn Holt,FSU,3.0,1.2,1.3,0.2,1
Lucas Brenner,EMER,3.0,1.0,1.5,1.0,1
Isaac Orozco,TL,3.0,0.5,1.5,1.0,1
Kevin Dittman,COLC,3.0,0.0,0.0,1.0,1
Bryan Strom,HASKELL,3.0,0.0,0.0,1.0,1
Malik Barton,NMH,3.0,0.0,1.0,1.0,1
Javaughn Smith,CMPBVIL,3.0,1.0,0.0,1.0,1
Xavier Purnell,LADY,3.0,1.0,2.0,0.0,1
Trey Flatt,HOUGH,3.0,2.0,1.5,0.5,1
Ryan Weir,AQU,3.0,0.5,2.5,1.0,1
Demari Hackett,EMB,3.0,0.0,3.5,0.0,1
Harrison Carrington,COLO,3.0,0.2,1.3,0.2,1
Landon Moore,BUT,3.0,1.2,1.7,0.2,1
William Kyle III,UCLA,3.0,0.5,1.9,0.0,1
Trent Scott,MORE,3.0,1.2,2.4,0.0,1
Troy Hupstead,UTA,3.0,0.4,2.5,0.3,1
Tre Moore,CCGA,3.0,1.0,2.0,1.0,1
Tanner Hecht,COLOR,3.0,1.0,0.0,1.0,1
Liam Patterson,MOBIL,3.0,0.0,1.0,1.0,1
Nick Grant,COL,3.0,1.0,2.0,0.0,1
Collin Coates,SPRHILL,3.0,0.0,2.0,1.0,1
Trenton Dillard,LAG,3.0,0.0,1.0,0.5,1
Julius Mitchell,OAKWO,3.0,0.5,0.5,0.0,1
Kyle Florio,GALLAUDET,3.0,0.0,0.0,1.0,1
